Unnamed: 0,name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost
34280,Swad 'E' Punjab,Yes,No,3.6,51,HSR,Casual Dining,"North Indian, Chinese, Mughlai",500.0
17217,Juicemaker,No,No,3.7,68,HSR,"Quick Bites, Beverage Shop","Beverages, Fast Food",400.0
37754,MISU,Yes,Yes,4.5,1238,St. Marks Road,"Casual Dining, Bar","Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean",1700.0
21465,Y Not Shawarma,No,No,3.7,0,BTM,Quick Bites,Arabian,300.0
42411,Fava,No,Yes,4.4,2054,Lavelle Road,"Casual Dining, Bar","Healthy Food, Mediterranean, Desserts, Italian, Pizza, Salad, Kebab",1200.0
5584,Allana Kabab,Yes,No,3.3,4,Richmond Road,Quick Bites,North Indian,200.0
13680,Zinger Cafe,No,No,3.7,0,Electronic City,"Quick Bites, Beverage Shop","Fast Food, Burger, Beverages, Ice Cream",300.0
23918,Eagles Pizza,Yes,No,3.8,22,Kalyan Nagar,Quick Bites,"Pizza, Italian",650.0
33641,The Beer Cafe,Yes,Yes,4.2,1179,Koramangala 4th Block,Pub,"Finger Food, Chinese, Italian, Burger",1300.0
6831,Banana Leaf,Yes,No,2.9,15,Marathahalli,"Takeaway, Delivery","North Indian, Chinese, South Indian",600.0
21237,Avon Bar & Kitchen,No,No,3.8,105,BTM,Casual Dining,"Andhra, Chinese, North Indian",700.0
20494,Pabrai's Fresh & Naturelle Icecreams,Yes,No,3.9,128,Koramangala 5th Block,Dessert Parlor,"Ice Cream, Desserts",200.0
17892,Cobaja,Yes,Yes,4.3,55,Brigade Road,Casual Dining,"Seafood, South Indian, Bar Food, Mangalorean, Konkan",700.0
9816,Pakiza Dilli Darbar Restaurant,Yes,No,3.2,13,BTM,Quick Bites,Biryani,300.0
31576,Kitchen King,No,No,3.7,0,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese",250.0
20188,Eatsomnia,Yes,No,3.7,0,JP Nagar,Delivery,"North Indian, South Indian, Chinese, Continental",500.0
33601,Fenny's Lounge And Kitchen,No,Yes,4.5,6383,Koramangala 7th Block,"Bar, Casual Dining","Mediterranean, Pizza, Continental, Seafood, Salad",1600.0
20228,Butter Cup,No,No,3.5,9,Jayanagar,Dessert Parlor,"Desserts, Bakery",250.0
51036,Nawab Di Biryani,No,No,3.7,0,Whitefield,"Takeaway, Delivery","Biryani, Mughlai",400.0
47989,Satkar Upahar,No,No,3.7,0,Shanti Nagar,Quick Bites,"South Indian, Beverages",100.0
22994,Karavali Grand,Yes,Yes,3.7,0,JP Nagar,Casual Dining,"North Indian, Seafood",600.0
14930,Frozen Bottle,Yes,No,4.0,35,Brigade Road,Beverage Shop,"Beverages, Desserts, Ice Cream",400.0
3398,Uphara Kendra,No,No,3.6,34,Basavanagudi,Quick Bites,South Indian,100.0
27524,Nile Garden Restaurant,Yes,No,2.6,33,BTM,Casual Dining,"North Indian, Fast Food, Chinese, Beverages",500.0
28423,The Wok Shop,Yes,No,4.1,271,Koramangala 1st Block,Quick Bites,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",500.0
39248,Cakeport,Yes,No,3.4,36,Rajajinagar,Dessert Parlor,Bakery,400.0
32589,Milk N Shakes,Yes,No,3.7,47,Koramangala 8th Block,Beverage Shop,Beverages,300.0
12972,Step Right Up,Yes,No,4.1,153,Vasanth Nagar,Cafe,"Cafe, Italian",300.0
4080,Chaai Resto,Yes,No,4.1,33,Sarjapur Road,Cafe,"Cafe, Rolls, Fast Food",200.0
21016,SLV Ragigudda,Yes,No,3.7,0,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400.0
16858,Indigo X II P,No,No,3.7,0,HSR,Pub,"Finger Food, Continental, Pizza, Asian, North Indian",1250.0
34337,Barleyz,No,No,3.8,4655,Koramangala 6th Block,"Lounge, Microbrewery","North Indian, Continental, Chinese",2000.0
16186,Ghar Ka Khana,Yes,No,3.7,95,Koramangala 1st Block,Quick Bites,North Indian,150.0
7007,Behrouz Biryani,Yes,No,3.9,167,Whitefield,Delivery,Biryani,650.0
629,New Prashanth Hotel,Yes,No,3.9,388,Banashankari,Casual Dining,"Biryani, North Indian, Seafood, Andhra",650.0
27736,Kitchen's Sea Food Restaurant,No,No,3.4,9,Koramangala 8th Block,"Takeaway, Delivery","Seafood, North Indian, Chinese",800.0
14344,Baskiin's Rabbin,No,No,3.7,0,Electronic City,Quick Bites,"Fast Food, Desserts, Beverages",300.0
38886,Silver Star,No,No,3.4,9,Majestic,Casual Dining,"South Indian, Chinese, North Indian",500.0
290,Prems Graama Bhojanam,Yes,No,4.3,322,Jayanagar,Casual Dining,South Indian,400.0
51146,Chime - Sheraton Grand Bengaluru Whitefield Hotel &...,No,Yes,4.3,236,"ITPL Main Road, Whitefield",Bar,Finger Food,2500.0
33795,Hungry Travellers Cafe,No,No,3.8,27,Koramangala 4th Block,Cafe,Cafe,450.0
47031,Bangalore Masala House,Yes,No,4.1,257,Vasanth Nagar,Cafe,"Cafe, Continental, Fast Food, Pizza, Italian, Burger, Chinese, Desserts",500.0
4211,Eating Love,Yes,No,4.3,149,Sarjapur Road,Cafe,"Cafe, Italian, Pizza",800.0
19806,Aami Bangali,Yes,No,3.6,68,Koramangala 5th Block,Casual Dining,Bengali,700.0
48477,Poha On Wheels,Yes,No,4.1,74,Bellandur,"Takeaway, Delivery",Street Food,100.0
1173,Momo Jojo,Yes,No,4.3,539,JP Nagar,Quick Bites,"Chinese, Tibetan, Momos",300.0
45881,New Kadai,Yes,No,3.8,46,Malleshwaram,Casual Dining,"North Indian, Chinese, Seafood",700.0
36842,Afghani Tandoori Hub,Yes,No,3.7,14,BTM,Quick Bites,"Arabian, Afghan",400.0
29637,Maria's Goan Kitchen,Yes,No,3.9,394,Koramangala 7th Block,Casual Dining,"Goan, Chinese, Biryani",750.0
10334,Alankrutha,Yes,No,3.9,255,BTM,Casual Dining,"Andhra, Biryani, North Indian, Chinese",500.0
28406,Nutri Rich,Yes,No,3.8,53,Koramangala 7th Block,Quick Bites,Healthy Food,350.0
35484,Raj Darbar,Yes,No,3.7,47,Koramangala 6th Block,Casual Dining,"North Indian, Chinese, Bengali",800.0
8189,M Bar - Bengaluru Marriott Hotel Whitefield,No,No,3.9,75,Whitefield,"Fine Dining, Bar",Finger Food,2000.0
31439,Malabar Cafe,Yes,No,3.3,4,Bannerghatta Road,Quick Bites,"South Indian, Kerala, Biryani",400.0
17088,Nutty Affair,Yes,No,3.7,30,HSR,Quick Bites,Desserts,350.0
28200,Mimansa @ Foxtrot,Yes,Yes,4.4,192,Koramangala 3rd Block,Cafe,Cafe,1000.0
26064,Oye Hoye,Yes,No,3.8,69,Kalyan Nagar,Quick Bites,North Indian,300.0
11779,Parathe Wali Gali,Yes,No,3.9,36,Wilson Garden,Quick Bites,North Indian,250.0
30185,La Passion Cafe,Yes,No,3.7,0,BTM,Cafe,Cafe,500.0
17119,Shawarma Hunt,No,No,3.4,9,HSR,Quick Bites,Arabian,300.0
40665,Basaveshwara Khanavali,No,No,3.7,0,Brookefield,Quick Bites,South Indian,200.0
45644,re:cess - Hilton Bangalore Embassy GolfLinks,No,Yes,4.1,146,Domlur,"Casual Dining, Bar","South Indian, North Indian, Continental, European",1200.0
49747,Eatzgreen,Yes,No,3.8,61,Marathahalli,Quick Bites,"Healthy Food, South Indian, Fast Food, North Indian, Beverages",500.0
46096,Berrylicious,No,No,3.7,0,Basaveshwara Nagar,Dessert Parlor,"Ice Cream, Desserts, Bakery",400.0
48098,Tewari Bros Mithai Shoppie,Yes,No,3.8,59,Commercial Street,Sweet Shop,"Fast Food, Mithai",300.0
39854,G. P. S. Kaapi Thindi,No,No,3.5,14,Malleshwaram,Quick Bites,Street Food,150.0
3678,Saarangi Express,No,No,3.4,6,Jayanagar,Quick Bites,"Fast Food, South Indian",250.0
3897,Hyderabad Chefs,Yes,No,4.0,717,Marathahalli,Casual Dining,"Hyderabadi, Andhra, North Indian, Chinese, South Indian",800.0
25111,Anu Momos Chinese Kitchen,Yes,No,3.7,118,Kammanahalli,Quick Bites,"Chinese, Thai, Momos",450.0
23983,Maz Food Point,Yes,No,3.7,0,Kammanahalli,Quick Bites,"Chinese, South Indian, Biryani",300.0
30902,Dosa Plaza,Yes,No,3.8,140,Koramangala 5th Block,Quick Bites,"South Indian, North Indian, Chinese, Beverages",200.0
28735,Falooda Cafe,Yes,No,3.7,0,BTM,Quick Bites,"Beverages, Desserts",200.0
28216,Oye Amritsar,Yes,Yes,4.0,1863,Koramangala 6th Block,Casual Dining,North Indian,600.0
47432,House of Tasty Food,No,No,3.7,0,Wilson Garden,Quick Bites,North Indian,400.0
9222,The Food Cottage,Yes,No,3.7,48,BTM,Quick Bites,"Hyderabadi, North Indian",350.0
2964,Night Restro,Yes,No,3.1,223,BTM,Delivery,"North Indian, Chinese",500.0
4444,Murli,Yes,No,3.9,1233,Bellandur,Casual Dining,"North Indian, Chinese, Street Food, Fast Food, Mithai",500.0
38668,Sri Krishna The Dhaba,No,No,3.7,0,Richmond Road,Quick Bites,"North Indian, Street Food, Fast Food",200.0
49151,Kanti Sweets,Yes,No,3.7,70,Sarjapur Road,"Sweet Shop, Quick Bites","Mithai, Street Food",400.0
43170,Gundappa Donne Biryani,No,No,3.7,163,St. Marks Road,Quick Bites,Biryani,300.0
27517,Chung Shan Chinese Restaurant,No,No,3.7,32,Ejipura,Quick Bites,"Chinese, Momos",500.0
27173,Reddy's Restaurant,Yes,No,3.7,141,HSR,Casual Dining,"Andhra, Biryani, South Indian, Chinese",500.0
25031,Zyara,Yes,No,3.9,191,HBR Layout,Casual Dining,"North Indian, Mughlai, Chinese",650.0
25355,Spice Corner,Yes,Yes,3.5,16,Nagawara,Casual Dining,"North Indian, Chinese, Biryani",800.0
24391,The Original Bistro,No,No,4.1,71,Kalyan Nagar,Casual Dining,"Italian, Beverages",600.0
40530,Le Charcoal,Yes,Yes,4.1,341,Brookefield,Casual Dining,"Arabian, Lebanese, Mughlai, North Indian, BBQ, Chinese",600.0
4778,Barbecoa,No,No,4.3,1303,Marathahalli,Casual Dining,"North Indian, Continental, Chettinad, Andhra, Bengali",1000.0
44779,Little Orissa Restaurant,Yes,No,3.9,350,Indiranagar,Casual Dining,"Oriya, North Indian, Bengali, Chinese",450.0
27802,Surabhi Restaurant,No,No,3.7,0,Hosur Road,Casual Dining,"South Indian, North Indian, Chinese, Desserts, Fast Food, Ice Cream",400.0
9423,JP Fish Land,Yes,No,3.6,24,BTM,Quick Bites,Seafood,300.0
48260,The Permit Room,No,No,4.5,1611,Brigade Road,"Casual Dining, Bar",South Indian,1500.0
11175,Bismillah Hotel,No,No,3.7,0,Jayanagar,Quick Bites,"Biryani, Kebab, North Indian",250.0
1744,Petoo,No,No,3.7,48,JP Nagar,Casual Dining,"North Indian, Fast Food, Street Food",800.0
22528,Thirsty Tiger,No,Yes,3.5,54,JP Nagar,"Bar, Casual Dining","Continental, Finger Food",1300.0
2677,Frozen Bottle,Yes,No,4.2,146,Banashankari,Beverage Shop,"Beverages, Desserts, Ice Cream",400.0
26407,FreshMenu,Yes,No,3.9,584,Koramangala,Delivery,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450.0
31336,Tasty Kitchens,Yes,No,3.7,0,Koramangala 6th Block,Quick Bites,Pizza,500.0
43611,Chinese Corner and Bengali Mess,Yes,No,3.5,28,Sanjay Nagar,Mess,"Chinese, Bengali",300.0
24103,Rasapoorna,Yes,No,3.2,6,Nagawara,Casual Dining,"Andhra, Chinese, North Indian",500.0
31307,TOKI Taco House,Yes,No,3.6,72,Koramangala 6th Block,Quick Bites,Mexican,200.0
48864,Swathi Deluxe,Yes,Yes,3.9,228,Marathahalli,Casual Dining,"North Indian, Seafood, Chinese, Biryani",750.0
26422,Chaat Street,Yes,No,4.0,293,Koramangala 6th Block,Kiosk,"Street Food, North Indian",250.0
33631,1522 - The Pub,No,Yes,4.2,1745,Koramangala 4th Block,Pub,"Chinese, Continental, North Indian",1400.0
24922,Hong Kong Noodle,No,No,3.7,0,Banaswadi,Quick Bites,"Chinese, Seafood",400.0
12308,The Waffle Press,Yes,No,4.3,116,St. Marks Road,Dessert Parlor,"Desserts, Ice Cream",400.0
3745,The Hidden Home,Yes,Yes,4.3,994,Sarjapur Road,Casual Dining,"Asian, Chinese, Continental, North Indian, South Indian",1300.0
35639,A Today Thick Shakes,No,No,3.2,9,Koramangala 5th Block,Beverage Shop,Beverages,200.0
34092,Chaiwala,Yes,No,3.1,54,Koramangala 1st Block,Quick Bites,Fast Food,100.0
32837,The Fresh Factor,No,No,3.1,14,Koramangala 6th Block,Quick Bites,"Juices, Sandwich",200.0
18609,Bathinda Dine,Yes,No,4.1,730,Indiranagar,Casual Dining,North Indian,950.0
42640,XO Belgian Waffle,Yes,No,4.5,222,Brigade Road,Food Court,"Desserts, Beverages",450.0
37141,The Grand Kitchen Restaurant,Yes,No,3.7,0,BTM,Quick Bites,"North Indian, Chinese",400.0
43739,B1,Yes,Yes,3.9,123,New BEL Road,Pub,"Continental, Burger, Italian, Pizza, North Indian, Salad",1100.0
14108,NH7 Resto Pub,No,No,3.3,6,Electronic City,"Casual Dining, Pub","Andhra, Chinese, Continental",1400.0
14221,Karaikudi Restaurant,Yes,No,3.7,214,Electronic City,Quick Bites,South Indian,300.0
9009,Bistro Claytopia,Yes,Yes,4.1,1845,Koramangala 1st Block,Cafe,"Cafe, American, Italian, Burger",600.0
8227,12th Main - Grand Mercure,No,Yes,4.1,353,Koramangala 3rd Block,Fine Dining,"European, Asian",2000.0
20935,Sukh Sagar,Yes,No,3.8,156,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",450.0
24410,"Cakes, Crumbs & Magic",No,No,3.3,4,Kalyan Nagar,Bakery,Bakery,300.0
40012,Annappa's Naati Mane,Yes,No,3.5,73,Rajajinagar,Quick Bites,"South Indian, Chinese",400.0
32189,Dindigul Time Pass Restaurant,Yes,No,3.2,115,HSR,Casual Dining,"South Indian, North Indian, Chinese, Biryani",700.0
28189,YORK St.,Yes,No,4.4,949,Koramangala 5th Block,Cafe,"Cafe, European, Continental",900.0
26741,Friend's Cafe,Yes,No,3.9,554,Koramangala 7th Block,Quick Bites,"Fast Food, American, Chinese",600.0
35856,Ronnie's Kitchen,No,No,3.1,12,Koramangala 5th Block,Quick Bites,Chinese,200.0
6606,Bar UNO - JW Marriott Bengaluru,No,No,3.9,72,Lavelle Road,Lounge,Spanish,2500.0
38322,Laughing Llama Gastropub,Yes,Yes,4.2,404,Brigade Road,"Bar, Casual Dining","Finger Food, Continental, Pizza",1600.0
22897,Squeez Juice Bars,No,No,3.1,9,Bannerghatta Road,Food Court,"Ice Cream, Juices",250.0
14040,The Dining Table - Sahar Pavillion,No,Yes,3.7,74,Electronic City,"Casual Dining, Bar","Chinese, Continental, North Indian, Pizza, South Indian",1500.0
40709,Uma Bhai Restaurant,Yes,No,3.6,26,Marathahalli,Quick Bites,Oriya,200.0
23166,Mirch Masala,Yes,No,3.4,6,JP Nagar,Quick Bites,North Indian,500.0
36783,BrotherÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂs Bar & Kitchen,No,No,3.4,5,BTM,Casual Dining,"Chinese, North Indian",1000.0
32932,RÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂªveur Chocolates,No,No,3.7,13,Koramangala 4th Block,Dessert Parlor,Desserts,400.0
14634,Chutney Chang,Yes,Yes,4.2,4734,Church Street,Casual Dining,"North Indian, Chinese, BBQ",1500.0
38052,Ooty Chocolates,Yes,No,3.5,17,Residency Road,Dessert Parlor,Desserts,300.0
25383,Night Food Joint,Yes,No,2.9,619,Nagawara,Quick Bites,"North Indian, Chinese",500.0
38279,Truffles,No,No,4.5,3589,St. Marks Road,Cafe,"Cafe, American, Burger, Steak",900.0
27259,Grand Gowdru Hotel,Yes,No,3.5,31,Koramangala 6th Block,Casual Dining,"South Indian, North Indian, Chinese",700.0
17025,Shree Muthahalli Veg,Yes,No,4.1,842,HSR,Quick Bites,"South Indian, North Indian, Chinese, Juices, Ice Cream",300.0
51065,Re:fuel- Aloft Bengaluru Cessna Business Park,No,No,3.7,0,Bellandur,"Cafe, Bakery","Bakery, Beverages, Cafe, Coffee, Desserts, Sandwich",1000.0
26996,Brimstone Cafe,Yes,Yes,4.0,391,HSR,"Cafe, Casual Dining","Cafe, Continental, Salad, Italian",1300.0
31783,Fandom at Gilly's Redefined,No,No,3.9,107,Koramangala 4th Block,Bar,Finger Food,1500.0
4713,Half & Half Food Box,Yes,No,3.1,13,Bellandur,Quick Bites,"North Indian, Chinese, Biryani",500.0
3387,Idly Mane,No,No,3.7,0,Basavanagudi,Quick Bites,"South Indian, Street Food",200.0
26124,AL Afreen's Biryani Paradise,No,No,3.7,0,Kalyan Nagar,Quick Bites,"North Indian, Biryani, Chinese",200.0
8157,Haveli,Yes,No,3.7,61,Marathahalli,Casual Dining,"Biryani, North Indian, Mughlai",700.0
32644,Chefie,Yes,No,3.5,16,BTM,"Takeaway, Delivery","Continental, Fast Food, Italian, North Indian",200.0
32545,Hotel Reddy Bhavan,Yes,No,3.4,11,HSR,Quick Bites,"Biryani, North Indian, Chinese, Andhra",300.0
46550,Holige Mane,Yes,No,4.1,56,Malleshwaram,Quick Bites,South Indian,100.0
39047,The World Cafe,No,No,3.8,31,Malleshwaram,Cafe,Cafe,600.0
38831,Curry Pot,No,No,3.4,11,Majestic,Casual Dining,"North Indian, Chinese, Continental, Italian",650.0
32582,Taj Darbar,Yes,No,3.8,149,Koramangala 5th Block,Casual Dining,"Biryani, Mughlai, Chinese",600.0
18751,Madurai Idly Shop,No,No,3.7,722,Indiranagar,Quick Bites,South Indian,200.0
44442,Five Star Chicken,Yes,No,3.7,69,Jeevan Bhima Nagar,Quick Bites,"Fast Food, Burger",300.0
15777,Juice Shop,Yes,No,3.7,15,HSR,"Takeaway, Delivery","Juices, Beverages, Ice Cream",150.0
13792,Andhra Ruchulu,No,No,3.3,5,Electronic City,Quick Bites,South Indian,250.0
33232,Rayalaseema Abhiruchulu,No,No,3.7,0,BTM,Quick Bites,"North Indian, South Indian, Chinese",250.0
45312,Home Touch Hotel,No,No,3.2,4,Jeevan Bhima Nagar,Quick Bites,"South Indian, Kerala",150.0
18515,Sly Granny - The Community House,No,Yes,4.4,953,Indiranagar,"Fine Dining, Bar","Modern Indian, European, American",2500.0
39910,Sagar,Yes,No,4.0,152,Seshadripuram,Casual Dining,North Indian,600.0
30927,Kanha's Kafe,No,No,3.5,12,Koramangala 5th Block,Quick Bites,"Awadhi, Bihari, Fast Food, Ice Cream, Mithai",200.0
46417,Cafe Coffee Day,Yes,No,2.9,37,Basaveshwara Nagar,Cafe,"Cafe, Fast Food",900.0
40519,KFC,Yes,No,3.9,536,Marathahalli,Quick Bites,"Burger, Fast Food",450.0
43313,Lickity Garden,Yes,No,3.7,26,Frazer Town,Casual Dining,"Continental, Mexican, Biryani, Italian, Chinese, Arabian, Steak",750.0
8757,Birinz,Yes,No,4.2,78,HSR,Casual Dining,"Biryani, Kebab, Fast Food",400.0
13896,Bangalore Cakes,Yes,No,2.9,17,Electronic City,Bakery,Bakery,250.0
2538,Subway,Yes,No,3.7,176,Basavanagudi,Quick Bites,"Salad, Fast Food",600.0
2605,Firangi Bake,Yes,No,4.0,53,Banashankari,Delivery,"Mexican, Italian",600.0
14839,Mad Over Biryani,Yes,No,2.9,17,Church Street,Quick Bites,"North Indian, Biryani",600.0
36073,Zee5 Loft,Yes,No,4.4,364,Koramangala 6th Block,Cafe,"Cafe, North Indian, Pizza, Sandwich, Salad",500.0
50422,KC Das - Sweet Sensation,No,No,2.9,31,Whitefield,"Sweet Shop, Quick Bites","Mithai, Street Food",200.0
14197,The Hungry,Yes,No,3.6,20,Electronic City,Quick Bites,"Fast Food, Chinese",400.0
6223,Northern Gate- Gateway Hotel,No,Yes,3.9,100,Residency Road,Casual Dining,North Indian,1900.0
21871,SGS Non Veg - Gundu Pulav,Yes,No,3.9,121,Bannerghatta Road,Quick Bites,"Biryani, South Indian",300.0
19003,Suchithra Biryani House,No,No,3.7,287,Old Airport Road,Casual Dining,"Andhra, Biryani, North Indian",450.0
47920,99 Pancakes,Yes,No,4.1,48,Church Street,Dessert Parlor,"Desserts, Ice Cream",300.0
31914,Smack Cafe,No,No,3.7,0,Koramangala 1st Block,Cafe,Cafe,400.0
30000,The Tower Of Pizza,No,No,2.9,16,Koramangala 5th Block,Quick Bites,"Pizza, Italian",500.0
34827,Gramin,Yes,No,4.3,3463,Koramangala 7th Block,Casual Dining,North Indian,600.0
14133,BJM Restaurant & Cafe,No,No,3.7,0,Electronic City,Casual Dining,"North Indian, Chinese, South Indian",600.0
32281,Krem,Yes,No,4.1,61,Koramangala 5th Block,Dessert Parlor,"Desserts, Ice Cream, Beverages, Sandwich",450.0
37524,Eden Park,Yes,Yes,4.1,629,Cunningham Road,Casual Dining,"Andhra, Biryani, Chinese, North Indian, Seafood, South Indian",1100.0
7199,Krishna Bhojan,No,No,3.7,0,Marathahalli,Quick Bites,North Indian,300.0
32237,Tata Cha,Yes,No,3.6,32,Koramangala 7th Block,Cafe,"Cafe, Tea, North Indian",500.0
45817,Singh Saab Dhaba,Yes,No,3.8,21,Malleshwaram,Casual Dining,"Fast Food, North Indian",400.0
23734,Imperio Restaurant,Yes,Yes,4.5,1228,Kalyan Nagar,Casual Dining,"North Indian, Mughlai, Biryani, South Indian, Beverages",800.0
44506,Kick Out the Jams,Yes,No,4.0,528,Ejipura,Delivery,"Burger, American, Italian",350.0
16534,Dabba Karkhana,Yes,No,3.5,17,BTM,"Takeaway, Delivery",North Indian,300.0
37733,Roll Junction,Yes,No,2.9,56,Cunningham Road,Quick Bites,"Fast Food, Rolls",150.0
46212,Froststicks,No,No,3.9,46,Malleshwaram,Food Court,"Desserts, Ice Cream",150.0
39426,Donne Biryani House,Yes,No,3.8,59,Malleshwaram,Quick Bites,"Andhra, Biryani",300.0
42615,Ice N Spice,No,No,3.7,17,MG Road,Dessert Parlor,Desserts,200.0
35703,Bengali Fun Foods,Yes,Yes,3.9,67,BTM,Casual Dining,"Bengali, North Indian",600.0
47585,Bakewalk,No,No,3.3,4,Wilson Garden,Bakery,"Bakery, Arabian",200.0
37709,Masala Central,Yes,No,3.8,76,Frazer Town,Quick Bites,North Indian,300.0
11585,Chels Cafe,Yes,No,3.5,20,Cunningham Road,Cafe,"Cafe, Burger",500.0
5379,Kumbakonam Degree Coffee,Yes,No,3.8,66,Indiranagar,Quick Bites,"South Indian, Fast Food",200.0
21501,Amrutha Mess,No,No,3.4,6,BTM,Quick Bites,Kerala,300.0
39918,La Boulangerie - Le Meridien,No,No,3.7,18,Sankey Road,Fine Dining,"Continental, Chinese, North Indian",2000.0
44421,Delhi Highway,Yes,Yes,4.4,3429,Indiranagar,Casual Dining,"North Indian, Mughlai",1500.0
9365,Dilish Kitchens,No,No,3.7,28,BTM,Casual Dining,"North Indian, Chinese",500.0
48643,The Fisherman's Wharf,Yes,Yes,4.3,4139,Sarjapur Road,"Casual Dining, Bar","Seafood, Goan, North Indian, Continental, Asian",1400.0
20772,Kulfreeze,No,No,3.9,16,Jayanagar,Dessert Parlor,"Ice Cream, Desserts",200.0
6489,Pasta Street,Yes,Yes,4.5,1621,Cunningham Road,Casual Dining,"Italian, Pizza, Salad",1300.0
40515,Punjabi Twist,Yes,No,4.2,220,Marathahalli,Quick Bites,North Indian,300.0
24606,Bismilla Kabab & Biryani Centre,No,No,3.2,4,Kalyan Nagar,Quick Bites,"North Indian, Chinese",300.0
29671,Roundup Cafe,Yes,Yes,4.2,496,Koramangala 5th Block,Cafe,"Cafe, Continental, Beverages",800.0
1471,D View Cafe,Yes,No,4.0,507,JP Nagar,"Cafe, Quick Bites","Cafe, Italian, Chinese, Beverages",1000.0
32809,The Chaat Shop,No,No,3.2,9,BTM,Quick Bites,Street Food,100.0
15092,Rich Bowl,Yes,No,3.5,24,Frazer Town,Quick Bites,"North Indian, Chinese, Seafood, Rolls",450.0
37645,Airlines Hotel,Yes,No,4.0,869,Lavelle Road,Quick Bites,"South Indian, North Indian, Street Food",400.0
4673,Ritomi's Lov,Yes,No,3.7,48,Bellandur,Quick Bites,North Indian,400.0
12280,ZOROY Luxury Chocolate,Yes,No,4.0,68,Church Street,Dessert Parlor,Desserts,250.0
485,The Krishna Grand,Yes,No,3.9,888,Banashankari,Casual Dining,"North Indian, South Indian, Chinese, Fast Food, Juices",750.0
7791,Domino's Pizza,No,No,3.7,69,Brookefield,Quick Bites,"Pizza, Fast Food",800.0
12740,JCL Canteen,No,No,3.7,0,Shivajinagar,Mess,South Indian,100.0
29292,The Rasaganga,Yes,No,3.9,163,HSR,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300.0
11736,Promac Foods,Yes,No,3.7,0,Shanti Nagar,"Takeaway, Delivery","North Indian, South Indian",250.0
6068,Konark Vegetarian Restaurant,No,No,4.1,1022,Residency Road,Casual Dining,"North Indian, Chinese, Continental, South Indian, Street Food, Juices",500.0
3977,Uptown Sliders & Shakes,Yes,No,3.9,112,HSR,Quick Bites,"Burger, Fast Food, Beverages",600.0
20680,Biryani Spot,Yes,No,3.5,9,BTM,Quick Bites,"South Indian, Biryani",300.0
478,Ayodhya Upachar,Yes,No,4.3,734,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200.0
1266,Smoke Oil Salt,Yes,No,3.7,0,BTM,Quick Bites,Arabian,850.0
43090,Bon Sante,No,No,3.6,104,Brigade Road,Cafe,"Cafe, Continental, Italian",800.0
